OBJECTID,ID,DIR,LENGTH,LINKID,COUNTRY,JURISCODE,JURISNAME,ROADNUM,ROADNAME,ADMIN,SURFACE,LANES,SPEEDLIM,CLASS,NHS,BORDER,Shape__Length
128307,543936,0,0.02,02_6819543,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.000223331775268072
127666,542346,0,0.01,02_6766521,2,02_41,Oregon,S99W,FRONT ST,State,Paved,2,72,4,0,0,0.000127945280014429
123166,542454,0,0.35,02_6768890,2,02_41,Oregon, ,GREELEY AV,Municipal,Paved,2,56,4,8,0,0.00434005945268176
127737,542483,0,0.01,02_6769589,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,4,104,1,1,0,9.8081542624832E-05
127909,543159,0,0.02,02_6790227,2,02_41,Oregon, , ,Municipal,Paved,6,72,3,10,0,0.000153013359552854
127245,542843,0,0.32,02_6779679,2,02_41,Oregon, ,GLISAN ST,Municipal,Paved,4,64,3,10,0,0.00408716601181498
128499,543586,0,0.08,02_6809643,2,02_53,Washington, ,WASHINGTON ST,Municipal,Paved,3,40,3,10,0,0.000688104665023598
126655,542991,0,0.38,02_6784630,2,02_41,Oregon, ,SE 142ND AVE,Municipal,Paved,2,64,4,0,0,0.00461773216654012
128576,543913,0,0.03,02_6819233,2,02_53,Washington,S500, ,State,Paved,5,88,2,7,0,0.000286212379038543
123189,542390,0,0.08,02_6767354,2,02_41,Oregon,U30  B,BURNSIDE ST,State,Paved,2,72,3,10,0,0.00102902330580295
127935,543184,0,0.45,02_6790959,2,02_41,Oregon, ,181ST AV,Municipal,Paved,6,72,3,7,0,0.00403522116272765
127886,542702,0,0.26,02_6774983,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.00235101005173204
123066,542751,0,0.01,02_6776385,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,88,3,8,0,7.58024106569652E-05
128476,543648,0,0.08,02_6811392,2,02_53,Washington, , ,Municipal,Paved,4,88,2,0,0,0.000853084518017198
128599,543879,0,0.05,02_6818003,2,02_53,Washington,S500, ,State,Paved,5,96,2,7,0,0.000585574184159551
128427,543711,0,0.5,02_6813483,2,02_53,Washington, ,NE ST JOHNS RD RD,Municipal,Paved,2,56,3,10,0,0.00456398113241514
125894,540810,0,0.44,02_6692046,2,02_41,Oregon, ,MURRAY BLVD,Municipal,Paved,4,72,3,10,0,0.00397183493951942
128550,543793,0,0.11,02_6818494,2,02_53,Washington,I205, ,State,Paved,6,96,1,1,0,0.00104826024678884
126206,541087,0,0.04,02_6696063,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.000472822300484579
125459,540918,0,0.03,02_6689849,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,4,88,2,7,0,0.000351069422892646
125957,541233,0,1.77,02_6702372,2,02_41,Oregon,U30,ST HELENS RD,State,Paved,4,72,3,7,0,0.0187950360502374
123289,542020,0,0.25,02_6758210,2,02_41,Oregon,S43,WILLAMETTE DR,State,Paved,4,56,3,7,0,0.00265609816032494
127866,542534,0,0.21,02_6770986,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00260911577989339
127617,542675,0,0.01,02_6774249,2,02_41,Oregon, ,INTERSTATE AVE,Municipal,Paved,2,56,4,8,0,0.000171163658825606
128364,543685,0,0.24,02_6812477,2,02_53,Washington, ,GRAND BLVD,Municipal,Paved,2,56,3,10,0,0.00215511184035949
123395,540095,0,1.49,02_6708285,2,02_41,Oregon, ,MARINE DR,Municipal,Paved,2,64,4,8,0,0.0181051501349843
127096,542205,0,0.13,02_6763854,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00121807664975949
127225,542839,0,0.13,02_6779399,2,02_41,Oregon,S213,82ND AV,State,Paved,4,56,3,10,0,0.00115403871014698
127723,542473,0,0.02,02_6769030,2,02_41,Oregon, ,INTERSTATE AV,Municipal,Paved,4,80,4,8,0,0.000147122209089921
126598,543796,0,0.84,02_6816095,2,02_53,Washington, ,SE MILL PLAIN BLVD,Municipal,Paved,4,56,3,10,0,0.0104884014351871
126100,540855,0,0.16,02_6687472,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.00193428991361084
126051,540903,0,0.83,02_6689215,2,02_41,Oregon,S8,TUALATIN VALLEY HWY,State,Paved,2,48,3,7,0,0.0105902236580809
126063,540945,0,0.32,02_6691139,2,02_41,Oregon,S8,TUALATIN VALLEY HWY,State,Paved,2,64,3,7,0,0.0040546161078842
128258,543857,0,0.05,02_6817690,2,02_53,Washington,I205, ,State,Paved,6,96,1,1,0,0.000441976811895897
128270,543746,0,0.26,02_6814446,2,02_53,Washington,I5, ,State,Paved,8,96,1,1,0,0.00242201237009279
126157,541130,0,0.05,02_6696754,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.000476292066675706
126243,541125,0,0.08,02_6696663,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.000962092261570959
127082,542192,0,0.07,02_6763200,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.000754592758910573
127488,542787,0,0.07,02_6777627,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.000819339071071926
127829,542518,0,0.02,02_6769953,2,02_41,Oregon, ,MORRISON ST,Municipal,Paved,2,80,4,7,0,0.000235123876915845
123160,542449,0,0.05,02_6768831,2,02_41,Oregon,U30  B,BURNSIDE ST,State,Paved,3,72,3,10,0,0.00070204573986784
127915,543169,0,0.17,02_6790351,2,02_41,Oregon, , ,Municipal,Paved,6,72,3,10,0,0.0015288975882428
127239,542847,0,0.1,02_6779620,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.000920305240358607
127425,542124,0,0.06,02_6761572,2,02_41,Oregon,S213,S CASCADE HWY,State,Paved,2,40,3,10,0,0.000598350823305681
127474,542214,0,0.88,02_6776964,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,5,56,3,10,0,0.0112574597927465
123146,542441,0,0.02,02_6768405,2,02_41,Oregon, ,BELMONT ST,Municipal,Paved,2,56,4,7,0,0.00020351026089273
127437,542582,0,0.21,02_6772470,2,02_41,Oregon,S99E,GRAND AV,State,Paved,2,48,3,10,0,0.0020858028222364
125224,541491,0,0.05,02_6708406,2,02_41,Oregon, ,MARINE DR,Municipal,Paved,3,64,4,8,0,0.000529606702715167
126884,543564,0,0,02_6809481,2,02_53,Washington,I5, ,State,Paved,6,104,1,1,0,7.21122224999024E-06
128507,543528,0,0.25,02_6810009,2,02_53,Washington, ,C ST,Municipal,Paved,2,40,3,10,0,0.00229050278087296
128519,543580,0,0.08,02_6810122,2,02_53,Washington, ,W MCLOUGHLIN BLVD,Municipal,Paved,2,40,3,10,0,0.00108202967169518
128470,543522,0,0.51,02_6811044,2,02_53,Washington, ,MAIN ST,Municipal,Paved,4,48,3,10,0,0.00465290028597821
128556,543866,0,0.45,02_6818560,2,02_53,Washington,I205, ,State,Paved,6,96,1,1,0,0.00449216260066526
126896,543209,0,0.39,02_6792205,2,02_41,Oregon, ,DIVISION ST,Municipal,Paved,2,56,3,10,0,0.00500703591331292
123203,542402,0,0.01,02_6767741,2,02_41,Oregon,U30  B,BURNSIDE ST,State,Paved,2,72,3,10,0,0.000165049240453626
127780,542377,0,0.3,02_6771767,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,4,104,1,1,0,0.00278536473630511
122954,541414,0,0.01,02_6705260,2,02_41,Oregon, ,EVERETT ST,Municipal,Paved,2,72,4,8,0,0.000180028037065266
122960,541410,0,0.1,02_6705304,2,02_41,Oregon, ,EVERETT ST,Municipal,Paved,2,72,4,8,0,0.00130414211052721
127531,542678,0,0.1,02_6774369,2,02_41,Oregon, ,GOING ST,Municipal,Paved,4,40,4,8,0,0.0013420745341101
127039,543020,0,0.17,02_6786737,2,02_41,Oregon, , ,Municipal,Paved,4,72,3,10,0,0.00213903958619252
127033,542001,0,0.23,02_6786656,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00300168575026579
127282,543080,0,0,02_6788098,2,02_41,Oregon, ,AIRPORT WY,Municipal,Paved,2,40,3,8,0,4.74129295279387E-05
127288,543081,0,0.14,02_6788471,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,8,88,1,1,0,0.00141073974926644
122860,541152,0,1.41,02_6698185,2,02_41,Oregon,S99W,BARBUR BLVD,State,Paved,2,88,3,10,0,0.0156231069319305
122854,541186,0,0.19,02_6698086,2,02_41,Oregon,S99W,BARBUR BLVD,State,Paved,2,88,3,10,0,0.00230289586158639
127133,542266,0,0.07,02_6764874,2,02_41,Oregon,S43N,MACADAM AV,State,Paved,2,64,3,10,0,0.000597703905220886
127139,542271,0,0.1,02_6764969,2,02_41,Oregon,S43S,HOOD AV,State,Paved,2,56,3,10,0,0.000873387232198339
127674,542239,0,0.75,02_6767033,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,3,40,3,10,0,0.00955170953621659
127182,542792,0,0.08,02_6778137,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,4,56,3,10,0,0.00104602353580786
127680,542356,0,0.1,02_6767075,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,3,64,3,10,0,0.00125436391929292
123346,538085,0,0.9,02_6723944,2,02_53,Washington, ,NW 78TH ST,Municipal,Paved,2,56,3,10,0,0.0115627203841806
128313,543921,0,0.31,02_6819966,2,02_53,Washington, ,NE 83RD ST,Municipal,Paved,4,72,3,10,0,0.00392630542415976
126647,542989,0,0.29,02_6783777,2,02_41,Oregon, ,S SPRINGWATER RD,Municipal,Paved,2,72,4,0,0,0.00275229067258067
126641,542980,0,0.56,02_6783624,2,02_41,Oregon,S212,CARVER HWY,State,Paved,2,88,3,7,0,0.00707908170400055
127188,542801,0,0.79,02_6778257,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00714309158183523
127331,542068,0,0.09,02_6760872,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00114929557768332
125416,540108,0,3.12,02_6722249,2,02_41,Oregon, ,LOMBARD ST,Municipal,Paved,2,56,4,8,0,0.0310029853708565
123252,542049,0,0.09,02_6759421,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,5,48,3,10,0,0.000816637815231667
127580,542884,0,0.95,02_6781349,2,02_41,Oregon,U30  B,SANDY BLVD,State,Paved,3,72,3,10,0,0.0113832847077982
126249,541349,0,0.25,02_6703788,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,6,104,1,1,0,0.00250904351225795
127823,542452,0,0.32,02_6769893,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,4,104,1,1,0,0.00328066910885633
125659,540828,0,0.19,02_6686948,2,02_41,Oregon,S99W,W PACIFIC HWY,State,Paved,2,88,3,7,0,0.00231081922580908
125908,540977,0,0.37,02_6692476,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,4,88,2,7,0,0.00449721583996417
128413,543777,0,0.57,02_6815856,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.00654640090757435
128072,543394,0,1.64,02_6803339,2,02_53,Washington,S500,SE 6TH AVE,State,Paved,2,80,4,0,0,0.0196427359969621
126300,541464,0,0.26,02_6706563,2,02_41,Oregon, ,CULEBRA AVE,Municipal,Paved,2,48,5,8,0,0.0026890021227081
127382,542161,0,1.04,02_6762650,2,02_41,Oregon,S224,MILWAUKIE EXWY,State,Paved,4,88,2,7,0,0.0131239937851452
127480,542779,0,0.15,02_6777519,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00191191956498022
126349,541383,0,0.09,02_6704728,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,6,104,1,1,0,0.000838957468509458
127431,542615,0,0.06,02_6772429,2,02_41,Oregon,S99E,GRAND AV,State,Paved,4,48,3,10,0,0.000509015839798712
127972,543007,0,0.86,02_6793848,2,02_41,Oregon,U30  P,SANDY BLVD,State,Paved,3,72,3,10,0,0.0107953229217242
126890,543220,0,0.16,02_6792159,2,02_41,Oregon, , ,Municipal,Paved,4,56,3,10,0,0.00143887692561271
127923,543175,0,0.07,02_6790429,2,02_41,Oregon, ,BURNSIDE RD,Municipal,Paved,6,72,3,7,0,0.000634050421157853
123054,542739,0,0.01,02_6775894,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,88,3,8,0,5.59462681456376E-05
128513,543596,0,0.11,02_6810047,2,02_53,Washington, , ,Municipal,Paved,2,56,3,0,0,0.00143004483981979
128464,543633,0,0.27,02_6810960,2,02_53,Washington,I5, ,State,Paved,6,96,1,1,0,0.00240518930448075
128562,543890,0,0.22,02_6818615,2,02_53,Washington,S500, ,State,Paved,5,88,2,7,0,0.00268875688689233
128021,543200,0,0.73,02_6791444,2,02_41,Oregon, ,DIVISION ST,Municipal,Paved,2,56,3,10,0,0.00939822963604372
126212,541093,0,0.07,02_6696132,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,8,88,1,1,0,0.000660161767389666
126141,541183,0,0.22,02_6697978,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.00223436630547204
125880,541308,0,0.01,02_6701843,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.000100004762695706
127137,542270,0,0.37,02_6764919,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.00335015949250329
123224,542299,0,0.01,02_6765576,2,02_41,Oregon,I405,EXIT,State,Paved,6,104,1,1,0,0.000134632364461396
127801,542604,0,0,02_6772306,2,02_41,Oregon, ,WEIDLER ST,Municipal,Paved,3,56,3,10,0,1.79995433455815E-05
127469,542665,0,2.6,02_6776740,2,02_41,Oregon,U30 P,COLUMBIA BLVD,State,Paved,4,40,3,8,0,0.0323795257377447
128465,543634,0,0.04,02_6810973,2,02_53,Washington,I5, ,State,Paved,6,96,1,1,0,0.000398020419033994
126118,541166,0,0.01,02_6697407,2,02_41,Oregon, ,KRUSE WY,Municipal,Paved,4,88,2,7,0,0.000133544396220562
126235,541116,0,0.02,02_6696590,2,02_41,Oregon, , ,Municipal,Paved,3,72,3,10,0,0.000283623190053039
123247,542044,0,0.33,02_6759291,2,02_41,Oregon,S99E,MCLOUGHLIN BLVD,State,Paved,4,48,3,10,0,0.0030234633469669
127114,542249,0,0.02,02_6764308,2,02_41,Oregon,S10,FRONT ST,State,Paved,3,40,3,10,0,0.000213693865938632
127446,542227,0,0.47,02_6772724,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,4,64,3,10,0,0.00594162221960647
127778,542586,0,0.06,02_6771735,2,02_41,Oregon, ,VANCOUVER AVE,Municipal,Paved,2,40,4,8,0,0.000761126926751564
126899,543113,0,1.02,02_6792458,2,02_41,Oregon, ,GLISAN ST,Municipal,Paved,2,64,3,10,0,0.012850890739668
127231,542844,0,0.08,02_6779552,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.000728000888027558
126782,543001,0,0.9,02_6789487,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,5,96,2,7,0,0.0112898657656402
128442,543724,0,0.06,02_6814055,2,02_53,Washington,S500, ,State,Paved,4,88,2,7,0,0.000831029511296869
125903,540975,0,0.45,02_6692221,2,02_41,Oregon, ,MURRAY BLVD,Municipal,Paved,4,72,3,7,0,0.00426352084125264
125454,540914,0,0.76,02_6689656,2,02_41,Oregon, ,CORNELL RD,Municipal,Paved,4,72,3,7,0,0.00679936471129973
127423,542122,0,0.01,02_6761556,2,02_41,Oregon,S213,S CASCADE HWY,State,Paved,3,72,3,10,0,6.81546409346341E-05
126922,541918,0,0.36,02_6754960,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,4,88,1,1,0,0.00396957298731983
125926,540999,0,0.53,02_6693681,2,02_41,Oregon, ,SW BOONES FERRY RD,Municipal,Paved,2,72,4,0,0,0.00531564661896037
122938,541249,0,0.35,02_6700079,2,02_41,Oregon,S10,FARMINGTON RD,State,Paved,2,72,5,0,0,0.00449817993864196
127586,542914,0,0.02,02_6781512,2,02_41,Oregon,S213,82ND AV,State,Paved,4,80,3,10,0,0.000147053095808411
126258,541358,0,0.04,02_6703901,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,6,104,1,1,0,0.000486796653639323
128419,543798,0,0.95,02_6815918,2,02_53,Washington, ,E MILL PLAIN BLVD,Municipal,Paved,4,56,3,10,0,0.0120875983898743
128348,543670,0,0.4,02_6812213,2,02_53,Washington, ,NE HWY 99,Municipal,Paved,4,64,3,10,0,0.00365561394709744
126095,540841,0,0.11,02_6687310,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.00129616407365251
127091,542197,0,0.18,02_6763410,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00164508895669018
128016,543117,0,0.8,02_6791302,2,02_41,Oregon,U26,POWELL BLVD,State,Paved,3,56,3,10,0,0.0101725587258938
127755,542563,0,0,02_6771171,2,02_41,Oregon,S99E,GRAND AV,State,Paved,4,48,3,10,0,3.00191064902339E-05
127918,543115,0,0.14,02_6790382,2,02_41,Oregon, , ,Municipal,Paved,6,72,3,10,0,0.00132173942529672
127254,542868,0,0.09,02_6779824,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,7,88,1,1,0,0.000857156686030542
126759,541898,0,1.22,02_6788757,2,02_53,Washington, ,MCCILLIVRAY BLVD,Municipal,Paved,2,72,4,0,0,0.0150798575435941
125431,541634,0,0.14,02_6723002,2,02_53,Washington,S501,NW NEW LOWER RIVER RD,State,Paved,2,80,4,8,0,0.00159394637420505
123341,541632,0,1.3,02_6723695,2,02_53,Washington,S501,NW NEW LOWER RIVER RD,State,Paved,2,80,3,8,0,0.0158778858638461
127400,542070,0,0.86,02_6760946,2,02_41,Oregon, ,MOLALLA AV,Municipal,Paved,2,72,4,0,0,0.00981379560669741
126945,541977,0,0.98,02_6756376,2,02_41,Oregon,S213,S CASCADE HWY,State,Paved,2,56,3,10,0,0.00931730058810178
125949,541025,0,0.4,02_6694396,2,02_41,Oregon,S210,SCHOLLS FERRY RD,State,Paved,4,64,3,10,0,0.00513043398629122
127609,542650,0,0.12,02_6774080,2,02_41,Oregon,U30  B,SANDY BLVD,State,Paved,3,72,3,10,0,0.00137516255479237
126281,541443,0,0,02_6705929,2,02_41,Oregon,U30, ,State,Paved,4,88,2,7,0,4.99989547063492E-06
127732,542479,0,0.03,02_6769207,2,02_41,Oregon,I405, ,State,Paved,6,104,1,1,0,0.000284386790464664
127068,543294,0,0.11,02_6794739,2,02_53,Washington,S14, ,State,Paved,4,88,2,7,0,0.00139010734318809
128273,543741,0,0.25,02_6814513,2,02_53,Washington, ,NE HWY 99,Municipal,Paved,2,56,3,10,0,0.00224782407669136
127941,543247,0,0.08,02_6793079,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.000712474561779362
128064,543149,0,0.1,02_6790196,2,02_41,Oregon, , ,Municipal,Paved,6,72,3,10,0,0.000942002414707998
127277,543073,0,0.06,02_6788066,2,02_41,Oregon, ,AIRPORT WY,Municipal,Paved,2,40,3,8,0,0.000726427398322827
126613,543815,0,0.21,02_6816347,2,02_53,Washington, ,NE ANDERSEN AV,Municipal,Paved,4,56,3,10,0,0.00189936034397512
128605,543863,0,0.23,02_6818363,2,02_53,Washington,S500, ,State,Paved,5,88,2,7,0,0.0027336903461522
126072,540952,0,0.22,02_6691792,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,4,88,2,7,0,0.00263586578806103
126310,541264,0,0.06,02_6700254,2,02_41,Oregon, ,BROADWAY,Municipal,Paved,2,72,5,0,0,0.000781461589174789
125972,541326,0,0.29,02_6702705,2,02_41,Oregon,U30  P,LOMBARD ST,State,Paved,4,56,4,0,0,0.00353190856213702
123387,541449,0,1.28,02_6708044,2,02_41,Oregon, ,COLUMBIA BLVD,Municipal,Paved,4,40,3,8,0,0.0160276034733493
127638,542422,0,0.16,02_6767880,2,02_41,Oregon, ,BROADWAY AV,Municipal,Paved,2,72,3,8,0,0.00142496047517771
123061,542743,0,0.03,02_6775957,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,88,3,8,0,0.000385061881099749
126636,542973,0,0.05,02_6783240,2,02_53,Washington,I205, ,State,Paved,7,96,1,1,0,0.000444389467942914
127300,543094,0,0.02,02_6788733,2,02_53,Washington,I205, ,State,Paved,7,96,1,1,0,0.000145824836714045
127045,543280,0,0.02,02_6793873,2,02_53,Washington,S14,LEWIS AND CLARK HWY,State,Paved,5,96,2,7,0,0.00019165909359065
127964,543268,0,0.04,02_6793709,2,02_41,Oregon, , ,Municipal,Paved,2,56,3,10,0,0.000325098180895625
128302,543926,0,0.2,02_6819464,2,02_53,Washington,I205, ,State,Paved,4,96,1,1,0,0.00220009767954457
126974,543399,0,0.83,02_6802980,2,02_53,Washington,S14, ,State,Paved,4,88,2,7,0,0.0104405499646136
127323,542091,0,0.07,02_6760790,2,02_41,Oregon, ,MOLALLA AV,Municipal,Paved,2,72,4,0,0,0.000706442194969845
125995,541028,0,0.98,02_6694648,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.00892840143651024
127661,542342,0,0.02,02_6766458,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,4,104,1,1,0,0.000182133955339519
126358,541393,0,0.04,02_6704802,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,4,104,1,1,0,0.000356899067765386
127987,543013,0,1.35,02_6787258,2,02_41,Oregon, ,GLISAN ST,Municipal,Paved,4,64,3,10,0,0.0172924372569448
128325,543641,0,0.27,02_6811498,2,02_53,Washington,I5, ,State,Paved,6,96,1,1,0,0.00253871590378524
126659,542995,0,0.7,02_6784914,2,02_41,Oregon,S212,CLACKAMAS-BORING HWY,State,Paved,2,72,3,7,0,0.00891904801933654
127346,542139,0,0.07,02_6761818,2,02_41,Oregon,S213,S CASCADE HWY,State,Paved,2,88,3,10,0,0.000689674975213221
126018,541044,0,0.37,02_6695382,2,02_41,Oregon,S217,BEAVERTON-TIGARD HWY,State,Paved,4,88,2,7,0,0.00390835731298918
126264,541368,0,0.39,02_6704258,2,02_41,Oregon,U30,ST HELENS RD,State,Paved,2,72,4,0,0,0.00448666446767409
127592,542641,0,0.08,02_6773497,2,02_41,Oregon, ,39TH AV,Municipal,Paved,4,72,3,10,0,0.000730006321076284
128010,543195,0,0.66,02_6791092,2,02_41,Oregon, ,BURNSIDE RD,Municipal,Paved,4,72,3,7,0,0.00781752622961356
127515,542881,0,0.7,02_6782223,2,02_41,Oregon,S213,82ND AV,State,Paved,4,88,3,8,0,0.0062769202504265
125425,541629,0,0.09,02_6722505,2,02_41,Oregon, ,MARINE DR,Municipal,Paved,4,56,4,8,0,0.00104695065056331
128179,543919,0,1.17,02_6820368,2,02_53,Washington, ,NE 83RD ST,Municipal,Paved,4,72,3,10,0,0.0148730816625506
126089,540848,0,0.13,02_6687256,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.00142433197107699
128256,543851,0,0.56,02_6817674,2,02_53,Washington,I205, ,State,Paved,6,96,1,1,0,0.00517029344102926
126753,544093,0,0.4,02_6824225,2,02_53,Washington, , ,Municipal,Paved,2,64,3,10,0,0.00364622586415631
122869,541197,0,0.22,02_6698467,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.00281835955484847
127369,542157,0,0.12,02_6762457,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00114641409160153
127615,542220,0,0.34,02_6774169,2,02_41,Oregon,U30  B,SANDY BLVD,State,Paved,3,72,3,10,0,0.00402198489407953
127492,542777,0,0.64,02_6777726,2,02_41,Oregon,I84,COLUMBIA RIVER HWY,State,Paved,6,104,1,1,0,0.00744958476172833
126287,541447,0,0.01,02_6706006,2,02_41,Oregon,I405, ,State,Paved,6,104,1,1,0,8.78633704024293E-05
126164,541145,0,0.05,02_6696897,2,02_41,Oregon, ,SW STAFFORD RD,Municipal,Paved,2,88,4,0,0,0.000466804261875697
126066,540947,0,0.73,02_6691268,2,02_41,Oregon, ,185TH AV,Municipal,Paved,4,72,3,10,0,0.00653453006205968
128279,543748,0,0.2,02_6814600,2,02_53,Washington,I5, ,State,Paved,8,96,1,1,0,0.00181710202538814
128033,543213,0,0.09,02_6792013,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.000816821548912628
126135,541178,0,0.28,02_6697580,2,02_41,Oregon,I5,PACIFIC HWY,State,Paved,6,88,1,1,0,0.00268624893586375
126218,541099,0,0.04,02_6696172,2,02_41,Oregon, , ,Municipal,Paved,3,72,3,10,0,0.000431910769636162
125886,541301,0,0.52,02_6701883,2,02_41,Oregon,U26,SUNSET HWY,State,Paved,6,88,2,7,0,0.00641375836962291
123230,542303,0,0,02_6765628,2,02_41,Oregon,I405,EXIT,State,Paved,6,104,1,1,0,2.9154236273214E-05
123218,542295,0,0.01,02_6765163,2,02_41,Oregon,U26W,KELLY AV,State,Paved,2,72,4,0,0,0.000116303729119305
127807,542606,0,0.24,02_6772366,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,48,3,10,0,0.00213416929486493
128542,543621,0,0.08,02_6810741,2,02_53,Washington, , ,Municipal,Paved,2,56,3,0,0,0.000950468786219829
128388,543703,0,0.28,02_6813298,2,02_53,Washington, ,NE ST JOHNS RD RD,Municipal,Paved,2,56,3,10,0,0.00307518119216806
122969,541424,0,0.03,02_6705691,2,02_41,Oregon,I405,STADIUM EXWY,State,Paved,4,104,1,1,0,0.000275048956360219
127795,542599,0,0,02_6771916,2,02_41,Oregon, ,WILLIAMS AVE,Municipal,Paved,2,72,4,8,0,3.70137250823782E-05
128056,543147,0,0.13,02_6790131,2,02_41,Oregon, , ,Municipal,Paved,6,72,3,10,0,0.00113302150869466
127214,542825,0,0.24,02_6778875,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00214043750244285
127546,542693,0,0.49,02_6774811,2,02_41,Oregon, ,KILLINGSWORTH ST,Municipal,Paved,2,64,4,0,0,0.00622706211786999
127463,542760,0,0.71,02_6776543,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,88,3,8,0,0.00682960027717992
127120,542261,0,0.04,02_6764439,2,02_41,Oregon,S43S,HOOD AV,State,Paved,2,56,3,10,0,0.000443975117077059
127452,542230,0,0.5,02_6773226,2,02_41,Oregon, ,39TH AV,Municipal,Paved,4,72,3,10,0,0.00448356182226148
127901,542662,0,0.43,02_6775588,2,02_41,Oregon,S99E,UNION AV,State,Paved,4,48,3,10,0,0.00388905613889318
126776,543109,0,0.85,02_6789419,2,02_53,Washington, ,SE 164TH AV,Municipal,Paved,6,64,3,10,0,0.00764943009122863
128233,543838,0,0.02,02_6817060,2,02_53,Washington, ,SE MILL PLAIN BLVD,Municipal,Paved,6,56,3,10,0,0.000239076275267559
128448,543732,0,0.49,02_6814160,2,02_53,Washington,I5, ,State,Paved,6,96,1,1,0,0.00445321820396353
125448,540904,0,0.67,02_6689330,2,02_41,Oregon, ,CORNELL RD,Municipal,Paved,2,72,5,7,0,0.00844895514013096
127108,542003,0,0.4,02_6764122,2,02_41,Oregon,I205,E PORTLAND FRWY,State,Paved,6,88,1,1,0,0.00362630459894706
126905,543237,0,0.18,02_6792895,2,02_41,Oregon, , ,Municipal,Paved,2,72,3,10,0,0.0016229866855787
